PWM1_us (Pitch servo),PWM2_us (Roll servo),"Pitch servo length (L3, mm)","Roll servo length (L, mm)","Roll angle (theta, deg)","Pitch angle (phi, deg)",,
1950,2050,131.218,133.468,-26.32759719,22.24096348,,
1950,2100,131.218,134.593,-29.15260306,23.15241064,,
2000,900,132.343,107.593,20.64139894,23.00185854,,
2000,950,132.343,108.718,18.80072834,22.57487324,,
2000,1000,132.343,109.843,16.96251785,22.18941551,,
2000,1050,132.343,110.968,15.12363206,21.84444039,,
2000,1100,132.343,112.093,13.2811085,21.53922956,,
2000,1150,132.343,113.218,11.43209529,21.27336385,,
2000,1200,132.343,114.343,9.573795889,21.04670615,,
2000,1250,132.343,115.468,7.70341775,20.85939357,,
2000,1300,132.343,116.593,5.81812243,20.71183796,,
2000,1350,132.343,117.718,3.914974634,20.60473465,,
2000,1400,132.343,118.843,1.990887817,20.53907996,,
2000,1450,132.343,119.968,0.042563583,20.51619831,,
2000,1500,132.343,121.093,-1.933578376,20.53778087,,
2000,1550,132.343,122.218,-3.941483996,20.60593833,,
2000,1600,132.343,123.343,-5.985567808,20.72327175,,
2000,1650,132.343,124.468,-8.070842912,20.89296742,,
2000,1700,132.343,125.593,-10.20308911,21.11892431,,
2000,1750,132.343,126.718,-12.38907569,21.40592712,,
2000,1800,132.343,127.843,-14.63686383,21.75988485,,
2000,1850,132.343,128.968,-16.95622826,22.1881665,,
2000,1900,132.343,130.093,-19.35926222,22.70008506,,
2000,1950,132.343,131.218,-21.86127501,23.30761736,,
2000,2000,132.343,132.343,-24.48217728,24.02651545,,
2000,2050,132.343,133.468,-27.24871967,24.8781011,,
2000,2100,132.343,134.593,-30.19833666,25.89234281,,
2050,900,133.468,107.593,20.36833311,25.2967637,,
2050,950,133.468,108.718,18.51198619,24.86029986,,
2050,1000,133.468,109.843,16.65867913,24.46730089,,
2050,1050,133.468,110.968,14.80501949,24.11662191,,
2050,1100,133.468,112.093,12.94780917,23.80748249,,
2050,1150,133.468,113.218,11.08397323,23.53943469,,
2050,1200,133.468,114.343,9.210496971,23.31234354,,
2050,1250,133.468,115.468,7.324367526,23.12637821,,
2050,1300,133.468,116.593,5.422517039,22.9820131,,
2050,1350,133.468,117.718,3.501764339,22.88003858,,
2050,1400,133.468,118.843,1.558752238,22.82158214,,
2050,1450,133.468,119.968,-0.410122947,22.80814113,,
2050,1500,133.468,121.093,-2.408793737,22.84162943,,
2050,1550,133.468,122.218,-4.441621014,22.92444156,,
2050,1600,133.468,123.343,-6.513517981,23.05953948,,
2050,1650,133.468,124.468,-8.630108784,23.25056976,,
2050,1700,133.468,125.593,-10.79793676,23.50202306,,
2050,1750,133.468,126.718,-13.02474493,23.81945357,,
2050,1800,133.468,127.843,-15.31986384,24.20978674,,
2050,1850,133.468,128.968,-17.69476371,24.68176076,,
2050,1900,133.468,130.093,-20.16386647,25.24657861,,
2050,1950,133.468,131.218,-22.74578504,25.91890483,,
2050,2000,133.468,132.343,-25.4653049,26.71845946,,
2050,2050,133.468,133.468,-28.35673014,27.6727071,,
2050,2100,133.468,134.593,-31.46995274,28.82172654,,
2100,900,134.593,107.593,20.05473773,27.64839697,,
2100,950,134.593,108.718,18.18034799,27.20226296,,
2100,1000,134.593,109.843,16.30959596,26.80177887,,
2100,1050,134.593,110.968,14.4387956,26.44568635,,
2100,1100,134.593,112.093,12.56447938,26.13313652,,
2100,1150,134.593,113.218,10.68331641,25.86365272,,
2100,1200,134.593,114.343,8.792040196,25.63710812,,
2100,1250,134.593,115.468,6.887381678,25.45371606,,
2100,1300,134.593,116.593,4.96600379,25.3140321,,
2100,1350,134.593,117.718,3.024433887,25.21896774,,
2100,1400,134.593,118.843,1.058990432,25.16981658,,
2100,1450,134.593,119.968,-0.934300326,25.16829476,,
2100,1500,134.593,121.093,-2.959802951,25.21659867,,
2100,1550,134.593,122.218,-5.022393646,25.31748479,,
2100,1600,134.593,123.343,-7.127612995,25.4743786,,
2100,1650,134.593,124.468,-9.281864596,25.6915235,,
2100,1700,134.593,125.593,-11.49268047,25.9741861,,
2100,1750,134.593,126.718,-13.76908557,26.32894384,,
2100,1800,134.593,127.843,-16.12211319,26.76409638,,
2100,1850,134.593,128.968,-18.56555777,27.29027052,,
2100,1900,134.593,130.093,-21.11711486,27.9213392,,
2100,1950,134.593,131.218,-23.8001878,28.67587968,,
2100,2000,134.593,132.343,-26.64690482,29.57960804,,
2100,2050,134.593,133.468,-29.70351494,30.66972851,,
2100,2100,134.593,134.593,-33.04093875,32.00342385,,
